stationId,date,AQI_general
aotizhongxin_aq,2018-01-23,1
aotizhongxin_aq,2018-01-24,1
aotizhongxin_aq,2018-01-25,1
aotizhongxin_aq,2018-01-26,2
aotizhongxin_aq,2018-01-27,2
aotizhongxin_aq,2018-01-28,2
aotizhongxin_aq,2018-01-29,1
aotizhongxin_aq,2018-01-30,6
aotizhongxin_aq,2018-01-31,2
badaling_aq,2017-01-01,2
badaling_aq,2017-01-02,2
badaling_aq,2017-01-03,2
badaling_aq,2017-01-04,4
badaling_aq,2017-01-05,3
badaling_aq,2017-01-06,4
badaling_aq,2017-01-07,1
badaling_aq,2017-01-08,1
badaling_aq,2017-01-09,1
badaling_aq,2017-01-10,1
badaling_aq,2017-01-11,2
badaling_aq,2017-01-12,1
badaling_aq,2017-01-13,1
badaling_aq,2017-01-14,2
badaling_aq,2017-01-15,3
badaling_aq,2017-01-16,4
badaling_aq,2017-01-17,2
badaling_aq,2017-01-18,2
badaling_aq,2017-01-19,2
badaling_aq,2017-01-20,1
badaling_aq,2017-01-21,1
badaling_aq,2017-01-22,6
badaling_aq,2017-01-23,2
badaling_aq,2017-01-24,3
badaling_aq,2017-01-25,6
badaling_aq,2017-01-26,3
badaling_aq,2017-01-27,3
badaling_aq,2017-01-28,4
badaling_aq,2017-01-29,2
badaling_aq,2017-01-30,2
badaling_aq,2017-01-31,2
badaling_aq,2017-02-01,1
badaling_aq,2017-02-02,2
badaling_aq,2017-02-03,6
badaling_aq,2017-02-04,6
badaling_aq,2017-02-05,1
badaling_aq,2017-02-06,6
badaling_aq,2017-02-07,2
badaling_aq,2017-02-08,2
badaling_aq,2017-02-09,2
badaling_aq,2017-02-10,1
badaling_aq,2017-02-11,2
badaling_aq,2017-02-12,2
badaling_aq,2017-02-13,2
badaling_aq,2017-02-14,6
badaling_aq,2017-02-15,5
badaling_aq,2017-02-16,2
badaling_aq,2017-02-17,2
badaling_aq,2017-02-18,3
badaling_aq,2017-02-19,2
badaling_aq,2017-02-20,2
badaling_aq,2017-02-21,3
badaling_aq,2017-02-22,1
badaling_aq,2017-02-23,1
badaling_aq,2017-02-24,1
badaling_aq,2017-02-25,2
badaling_aq,2017-02-26,2
badaling_aq,2017-02-27,2
badaling_aq,2017-02-28,6
badaling_aq,2017-03-01,6
badaling_aq,2017-03-02,2
badaling_aq,2017-03-03,2
badaling_aq,2017-03-04,2
badaling_aq,2017-03-05,1
badaling_aq,2017-03-06,1
badaling_aq,2017-03-07,1
badaling_aq,2017-03-08,2
badaling_aq,2017-03-09,2
badaling_aq,2017-03-10,2
badaling_aq,2017-03-11,2
badaling_aq,2017-03-12,2
badaling_aq,2017-03-13,3
badaling_aq,2017-03-14,2
badaling_aq,2017-03-15,3
badaling_aq,2017-03-16,4
badaling_aq,2017-03-17,3
badaling_aq,2017-03-18,4
badaling_aq,2017-03-19,5
badaling_aq,2017-03-20,4
badaling_aq,2017-03-21,3
badaling_aq,2017-03-22,5
badaling_aq,2017-03-23,3
badaling_aq,2017-03-24,1
badaling_aq,2017-03-25,1
badaling_aq,2017-03-26,1
badaling_aq,2017-03-27,2
badaling_aq,2017-03-28,2
badaling_aq,2017-03-29,2
badaling_aq,2017-03-30,2
badaling_aq,2017-03-31,1
badaling_aq,2017-04-01,2
badaling_aq,2017-04-02,2
badaling_aq,2017-04-03,3
badaling_aq,2017-04-04,4
badaling_aq,2017-04-05,3
badaling_aq,2017-04-06,3
badaling_aq,2017-04-07,3
badaling_aq,2017-04-08,2
badaling_aq,2017-04-09,2
badaling_aq,2017-04-10,2
badaling_aq,2017-04-11,1
badaling_aq,2017-04-12,2
badaling_aq,2017-04-13,2
badaling_aq,2017-04-14,2
badaling_aq,2017-04-15,2
badaling_aq,2017-04-16,3
badaling_aq,2017-04-17,3
badaling_aq,2017-04-18,3
badaling_aq,2017-04-19,2
badaling_aq,2017-04-20,2
badaling_aq,2017-04-21,2
badaling_aq,2017-04-22,2
badaling_aq,2017-04-23,6
badaling_aq,2017-04-24,2
badaling_aq,2017-04-25,1
badaling_aq,2017-04-26,1
badaling_aq,2017-04-27,2
badaling_aq,2017-04-28,2
badaling_aq,2017-04-29,2
badaling_aq,2017-04-30,3
badaling_aq,2017-05-01,2
badaling_aq,2017-05-02,3
badaling_aq,2017-05-03,4
badaling_aq,2017-05-04,2
badaling_aq,2017-05-05,3
badaling_aq,2017-05-06,2
badaling_aq,2017-05-07,2
badaling_aq,2017-05-08,2
badaling_aq,2017-05-09,2
badaling_aq,2017-05-10,2
badaling_aq,2017-05-11,2
badaling_aq,2017-05-12,2
badaling_aq,2017-05-13,2
badaling_aq,2017-05-14,2
badaling_aq,2017-05-15,2
badaling_aq,2017-05-16,2
badaling_aq,2017-05-17,2
badaling_aq,2017-05-18,3
badaling_aq,2017-05-28,2
badaling_aq,2017-05-29,2
badaling_aq,2017-05-31,1
badaling_aq,2017-06-01,2
badaling_aq,2017-06-02,2
badaling_aq,2017-06-03,2
badaling_aq,2017-06-04,2
badaling_aq,2017-06-05,2
badaling_aq,2017-06-06,6
badaling_aq,2017-06-07,2
badaling_aq,2017-06-08,2
badaling_aq,2017-06-09,2
badaling_aq,2017-06-10,2
badaling_aq,2017-06-11,2
badaling_aq,2017-06-12,2
badaling_aq,2017-06-13,2
badaling_aq,2017-06-14,2
badaling_aq,2017-06-15,2
badaling_aq,2017-06-16,2
badaling_aq,2017-06-17,3
badaling_aq,2017-06-18,2
badaling_aq,2017-06-19,2
badaling_aq,2017-06-20,2
badaling_aq,2017-06-21,2
badaling_aq,2017-06-22,1
badaling_aq,2017-06-23,1
badaling_aq,2017-06-24,1
badaling_aq,2017-06-25,2
badaling_aq,2017-06-26,2
badaling_aq,2017-06-27,2
badaling_aq,2017-06-28,3
badaling_aq,2017-06-29,2
badaling_aq,2017-06-30,6
badaling_aq,2017-07-01,3
badaling_aq,2017-07-08,3
badaling_aq,2017-07-09,2
badaling_aq,2017-07-10,2
badaling_aq,2017-07-11,2
badaling_aq,2017-07-12,3
badaling_aq,2017-07-13,2
badaling_aq,2017-07-14,6
badaling_aq,2017-07-15,1
badaling_aq,2017-07-16,2
badaling_aq,2017-07-17,3
badaling_aq,2017-07-18,3
badaling_aq,2017-07-19,3
badaling_aq,2017-07-20,2
badaling_aq,2017-07-21,1
badaling_aq,2017-07-22,1
badaling_aq,2017-07-23,1
badaling_aq,2017-07-24,2
badaling_aq,2017-07-25,6
badaling_aq,2017-07-26,2
badaling_aq,2017-07-27,6
badaling_aq,2017-07-28,2
badaling_aq,2017-07-29,2
badaling_aq,2017-07-30,2
badaling_aq,2017-07-31,3
badaling_aq,2017-08-01,2
badaling_aq,2017-08-02,1
badaling_aq,2017-08-03,2
badaling_aq,2017-08-04,2
badaling_aq,2017-08-05,2
badaling_aq,2017-08-06,2
badaling_aq,2017-08-07,2
badaling_aq,2017-08-08,2
badaling_aq,2017-08-09,2
badaling_aq,2017-08-10,3
badaling_aq,2017-08-11,2
badaling_aq,2017-08-12,2
badaling_aq,2017-08-13,2
badaling_aq,2017-08-14,2
badaling_aq,2017-08-15,3
badaling_aq,2017-08-16,2
badaling_aq,2017-08-17,2
badaling_aq,2017-08-18,2
badaling_aq,2017-08-19,2
badaling_aq,2017-08-20,2
badaling_aq,2017-08-21,6
badaling_aq,2017-08-22,2
badaling_aq,2017-08-23,1
badaling_aq,2017-08-24,1
badaling_aq,2017-08-25,2
badaling_aq,2017-08-26,2
badaling_aq,2017-08-27,1
badaling_aq,2017-08-28,1
badaling_aq,2017-08-29,2
badaling_aq,2017-08-30,2
badaling_aq,2017-08-31,2
badaling_aq,2017-09-01,3
badaling_aq,2017-09-02,3
badaling_aq,2017-09-03,2
badaling_aq,2017-09-04,3
badaling_aq,2017-09-05,6
badaling_aq,2017-09-06,2
badaling_aq,2017-09-07,2
badaling_aq,2017-09-08,3
badaling_aq,2017-09-09,4
badaling_aq,2017-09-10,6
badaling_aq,2017-09-11,6
badaling_aq,2017-09-12,2
badaling_aq,2017-09-13,3
badaling_aq,2017-09-14,2
badaling_aq,2017-09-15,3
badaling_aq,2017-09-16,2
badaling_aq,2017-09-17,2
badaling_aq,2017-09-18,2
badaling_aq,2017-09-19,2
badaling_aq,2017-09-20,2
badaling_aq,2017-09-21,2
badaling_aq,2017-09-22,2
badaling_aq,2017-09-23,3
badaling_aq,2017-09-24,2
badaling_aq,2017-09-25,3
badaling_aq,2017-09-26,2
badaling_aq,2017-09-27,2
badaling_aq,2017-09-28,2
badaling_aq,2017-09-29,2
badaling_aq,2017-09-30,5
badaling_aq,2017-10-01,2
badaling_aq,2017-10-02,1
badaling_aq,2017-10-03,2
badaling_aq,2017-10-04,6
badaling_aq,2017-10-05,3
badaling_aq,2017-10-06,3
badaling_aq,2017-10-07,4
badaling_aq,2017-10-08,3
badaling_aq,2017-10-09,1
badaling_aq,2017-10-10,1
badaling_aq,2017-10-11,1
badaling_aq,2017-10-12,2
badaling_aq,2017-10-13,2
badaling_aq,2017-10-14,2
badaling_aq,2017-10-15,2
badaling_aq,2017-10-16,2
badaling_aq,2017-10-17,3
badaling_aq,2017-10-18,2
badaling_aq,2017-10-19,2
badaling_aq,2017-10-20,2
badaling_aq,2017-10-21,2
badaling_aq,2017-10-22,2
badaling_aq,2017-10-23,2
badaling_aq,2017-10-24,2
badaling_aq,2017-10-25,3
badaling_aq,2017-10-26,4
badaling_aq,2017-10-27,2
badaling_aq,2017-10-28,6
badaling_aq,2017-10-29,6
badaling_aq,2017-10-30,2
badaling_aq,2017-10-31,2
badaling_aq,2017-11-01,2
badaling_aq,2017-11-02,2
badaling_aq,2017-11-03,6
badaling_aq,2017-11-04,2
badaling_aq,2017-11-05,4
badaling_aq,2017-11-06,6
badaling_aq,2017-11-07,2
badaling_aq,2017-11-08,2
badaling_aq,2017-11-09,2
badaling_aq,2017-11-10,1
badaling_aq,2017-11-11,2
badaling_aq,2017-11-12,2
badaling_aq,2017-11-13,2
badaling_aq,2017-11-14,2
badaling_aq,2017-11-15,2
badaling_aq,2017-11-16,2
badaling_aq,2017-11-17,2
badaling_aq,2017-11-18,2
badaling_aq,2017-11-19,2
badaling_aq,2017-11-20,2
badaling_aq,2017-11-21,2
badaling_aq,2017-11-22,1
badaling_aq,2017-11-23,1
badaling_aq,2017-11-24,6
badaling_aq,2017-11-25,1
badaling_aq,2017-11-26,2
badaling_aq,2017-11-27,3
badaling_aq,2017-11-28,2
badaling_aq,2017-11-29,2
badaling_aq,2017-11-30,1
badaling_aq,2017-12-01,2
badaling_aq,2017-12-02,2
badaling_aq,2017-12-03,1
badaling_aq,2017-12-04,1
badaling_aq,2017-12-05,2
badaling_aq,2017-12-06,2
badaling_aq,2017-12-07,1
badaling_aq,2017-12-08,1
badaling_aq,2017-12-09,2
badaling_aq,2017-12-10,1
badaling_aq,2017-12-11,1
badaling_aq,2017-12-12,2
badaling_aq,2017-12-13,2
badaling_aq,2017-12-14,2
badaling_aq,2017-12-15,2
badaling_aq,2017-12-16,2
badaling_aq,2017-12-17,2
badaling_aq,2017-12-18,2
badaling_aq,2017-12-19,6
badaling_aq,2017-12-20,1
badaling_aq,2017-12-21,2
badaling_aq,2017-12-22,2
badaling_aq,2017-12-23,2
badaling_aq,2017-12-24,2
badaling_aq,2017-12-25,2
badaling_aq,2017-12-26,2
badaling_aq,2017-12-27,3
badaling_aq,2017-12-28,4
badaling_aq,2017-12-29,3
badaling_aq,2017-12-30,2
badaling_aq,2017-12-31,2
badaling_aq,2018-01-01,2
badaling_aq,2018-01-02,2
badaling_aq,2018-01-03,6
badaling_aq,2018-01-04,2
badaling_aq,2018-01-05,2
badaling_aq,2018-01-06,2
badaling_aq,2018-01-07,2
badaling_aq,2018-01-08,2
badaling_aq,2018-01-09,1
badaling_aq,2018-01-10,1
badaling_aq,2018-01-11,1
badaling_aq,2018-01-12,2
badaling_aq,2018-01-13,4
badaling_aq,2018-01-14,2
badaling_aq,2018-01-15,2
badaling_aq,2018-01-16,3
badaling_aq,2018-01-17,2
badaling_aq,2018-01-18,2
badaling_aq,2018-01-19,2
badaling_aq,2018-01-20,2
badaling_aq,2018-01-21,2
badaling_aq,2018-01-22,2
badaling_aq,2018-01-23,2
badaling_aq,2018-01-24,1
badaling_aq,2018-01-25,2
badaling_aq,2018-01-26,6
badaling_aq,2018-01-27,2
badaling_aq,2018-01-28,3
badaling_aq,2018-01-29,2
badaling_aq,2018-01-30,2
badaling_aq,2018-01-31,2
beibuxinqu_aq,2017-01-01,6
beibuxinqu_aq,2017-01-02,5
beibuxinqu_aq,2017-01-03,5
beibuxinqu_aq,2017-01-04,6
beibuxinqu_aq,2017-01-05,5
beibuxinqu_aq,2017-01-06,5
beibuxinqu_aq,2017-01-07,4
beibuxinqu_aq,2017-01-08,1
beibuxinqu_aq,2017-01-09,2
beibuxinqu_aq,2017-01-10,2
beibuxinqu_aq,2017-01-11,3
beibuxinqu_aq,2017-01-12,1
beibuxinqu_aq,2017-01-13,2
beibuxinqu_aq,2017-01-14,3
