stationId,year_month,AQI_PM2_5,AQI_PM10,AQI_NO2,AQI_CO,AQI_O3,AQI_SO2
fengtaihuayuan_aq,2017-08,4,6,6,1,1,1
fengtaihuayuan_aq,2017-09,6,3,6,6,2,1
fengtaihuayuan_aq,2017-10,5,6,6,1,1,1
fengtaihuayuan_aq,2017-11,5,3,6,1,1,1
fengtaihuayuan_aq,2017-12,5,3,3,2,1,1
fengtaihuayuan_aq,2018-01,5,6,6,2,1,1
guanyuan_aq,2017-01,6,6,3,3,1,2
guanyuan_aq,2017-02,6,4,6,2,1,2
guanyuan_aq,2017-03,5,3,6,1,1,1
guanyuan_aq,2017-04,5,3,6,1,1,1
guanyuan_aq,2017-05,3,6,2,1,6,1
guanyuan_aq,2017-06,6,6,2,1,2,1
guanyuan_aq,2017-07,6,6,2,1,2,1
guanyuan_aq,2017-08,6,6,2,1,1,1
guanyuan_aq,2017-09,5,6,3,1,1,1
guanyuan_aq,2017-10,5,3,3,1,1,1
guanyuan_aq,2017-11,6,3,6,1,1,1
guanyuan_aq,2017-12,5,3,3,2,1,1
guanyuan_aq,2018-01,6,6,6,2,1,1
gucheng_aq,2017-01,6,6,6,6,1,2
gucheng_aq,2017-02,6,4,3,2,1,2
gucheng_aq,2017-03,5,4,3,1,1,1
gucheng_aq,2017-04,6,3,3,1,1,1
gucheng_aq,2017-05,3,3,2,1,3,1
gucheng_aq,2017-06,3,3,2,1,6,1
gucheng_aq,2017-07,6,6,6,1,6,1
gucheng_aq,2017-08,3,6,6,1,1,1
gucheng_aq,2017-09,5,3,6,1,6,1
gucheng_aq,2017-10,5,6,6,1,1,1
gucheng_aq,2017-11,6,6,3,1,1,1
gucheng_aq,2017-12,5,3,6,6,1,1
gucheng_aq,2018-01,4,3,3,6,1,1
huairou_aq,2017-01,6,6,3,6,1,1
huairou_aq,2017-02,6,4,2,2,1,1
huairou_aq,2017-03,5,3,2,1,1,1
huairou_aq,2017-04,6,6,2,1,1,1
huairou_aq,2017-05,5,3,1,1,3,1
huairou_aq,2017-06,3,6,1,1,6,1
huairou_aq,2017-07,3,6,1,1,3,1
huairou_aq,2017-08,3,2,1,1,1,1
huairou_aq,2017-09,4,3,1,1,2,1
huairou_aq,2017-10,5,6,2,1,1,1
huairou_aq,2017-11,4,2,2,1,1,1
huairou_aq,2017-12,6,6,2,2,1,1
huairou_aq,2018-01,6,6,2,1,1,1
liulihe_aq,2017-01,6,6,6,3,1,2
liulihe_aq,2017-02,5,6,3,3,1,6
liulihe_aq,2017-03,5,6,3,1,1,1
liulihe_aq,2017-04,6,6,6,1,1,1
liulihe_aq,2017-05,3,3,6,1,1,1
liulihe_aq,2017-06,2,0,3,1,1,1
liulihe_aq,2017-07,0,0,0,0,0,0
liulihe_aq,2017-08,0,0,0,0,0,0
liulihe_aq,2017-09,6,6,6,1,2,1
liulihe_aq,2017-10,6,6,2,1,1,1
liulihe_aq,2017-11,6,6,2,2,1,1
liulihe_aq,2017-12,6,5,6,3,1,1
liulihe_aq,2018-01,5,4,3,6,1,1
mentougou_aq,2017-01,6,6,3,3,1,2
mentougou_aq,2017-02,6,3,3,2,1,1
mentougou_aq,2017-03,5,6,6,1,1,1
mentougou_aq,2017-04,6,6,3,1,1,1
mentougou_aq,2017-05,6,3,6,1,3,1
mentougou_aq,2017-06,3,3,6,1,3,1
mentougou_aq,2017-07,3,3,1,1,6,1
mentougou_aq,2017-08,6,2,1,1,1,1
mentougou_aq,2017-09,5,3,6,1,2,1
mentougou_aq,2017-10,5,3,6,1,1,1
mentougou_aq,2017-11,5,2,6,1,1,1
mentougou_aq,2017-12,5,6,3,2,1,1
mentougou_aq,2018-01,4,3,3,1,1,1
miyun_aq,2017-01,6,6,3,3,1,1
miyun_aq,2017-02,6,6,6,2,1,1
miyun_aq,2017-03,5,6,3,1,1,1
miyun_aq,2017-04,6,6,2,1,1,1
miyun_aq,2017-05,3,4,6,1,6,1
miyun_aq,2017-06,6,6,2,1,3,1
miyun_aq,2017-07,3,5,1,1,3,1
miyun_aq,2017-08,6,6,2,1,2,1
miyun_aq,2017-09,4,6,6,1,2,1
miyun_aq,2017-10,6,6,6,1,1,1
miyun_aq,2017-11,6,3,2,2,1,1
miyun_aq,2017-12,6,6,6,2,1,1
miyun_aq,2018-01,4,6,6,2,1,1
miyunshuiku_aq,2017-01,6,4,6,3,1,1
miyunshuiku_aq,2017-02,5,2,6,6,1,1
miyunshuiku_aq,2017-03,6,2,2,1,1,1
miyunshuiku_aq,2017-04,3,6,1,1,1,1
miyunshuiku_aq,2017-05,3,3,1,1,3,1
miyunshuiku_aq,2017-06,3,2,1,1,3,1
miyunshuiku_aq,2017-07,6,2,1,1,3,1
miyunshuiku_aq,2017-08,6,2,1,1,1,1
miyunshuiku_aq,2017-09,3,2,1,1,2,1
miyunshuiku_aq,2017-10,5,2,2,1,1,1
miyunshuiku_aq,2017-11,4,6,2,1,1,1
miyunshuiku_aq,2017-12,5,2,6,2,1,1
miyunshuiku_aq,2018-01,6,6,2,1,1,1
nansanhuan_aq,2017-01,6,6,6,6,1,2
nansanhuan_aq,2017-02,6,3,3,2,1,2
nansanhuan_aq,2017-03,6,3,3,1,1,1
nansanhuan_aq,2017-04,6,6,6,1,1,1
nansanhuan_aq,2017-05,4,4,3,1,1,1
nansanhuan_aq,2017-06,6,6,6,1,1,1
nansanhuan_aq,2017-07,4,2,6,1,1,1
nansanhuan_aq,2017-08,0,0,0,0,0,0
nansanhuan_aq,2017-09,5,0,0,0,0,0
nansanhuan_aq,2017-10,5,6,6,1,1,1
nansanhuan_aq,2017-11,6,6,3,2,1,1
nansanhuan_aq,2017-12,6,4,6,2,1,1
nansanhuan_aq,2018-01,4,6,6,6,1,1
nongzhanguan_aq,2017-01,6,6,6,3,1,2
nongzhanguan_aq,2017-02,6,5,6,2,1,2
nongzhanguan_aq,2017-03,5,3,6,1,1,1
nongzhanguan_aq,2017-04,4,3,6,1,1,1
nongzhanguan_aq,2017-05,3,6,2,1,3,1
nongzhanguan_aq,2017-06,3,6,2,1,3,1
nongzhanguan_aq,2017-07,6,2,6,1,3,1
nongzhanguan_aq,2017-08,3,2,2,1,1,1
nongzhanguan_aq,2017-09,5,6,6,1,1,1
nongzhanguan_aq,2017-10,6,2,3,1,1,1
nongzhanguan_aq,2017-11,5,6,6,1,1,1
nongzhanguan_aq,2017-12,5,3,6,6,1,1
nongzhanguan_aq,2018-01,4,3,6,6,1,1
pingchang_aq,2017-01,6,6,6,3,1,1
pingchang_aq,2017-02,5,3,6,2,1,1
pingchang_aq,2017-03,5,3,6,1,1,1
pingchang_aq,2017-04,5,6,6,1,1,1
pingchang_aq,2017-05,4,5,6,1,3,1
pingchang_aq,2017-06,3,2,6,1,6,1
pingchang_aq,2017-07,3,6,6,1,3,1
pingchang_aq,2017-08,3,6,2,1,1,1
pingchang_aq,2017-09,4,6,6,1,1,1
pingchang_aq,2017-10,5,6,6,1,1,1
pingchang_aq,2017-11,5,6,2,2,1,1
pingchang_aq,2017-12,6,6,6,2,1,1
pingchang_aq,2018-01,6,6,3,2,1,1
pinggu_aq,2017-01,6,6,6,6,1,2
pinggu_aq,2017-02,6,6,3,2,1,2
pinggu_aq,2017-03,5,6,6,1,1,1
pinggu_aq,2017-04,4,6,2,1,1,1
pinggu_aq,2017-05,3,3,1,2,3,1
pinggu_aq,2017-06,4,2,1,1,6,1
pinggu_aq,2017-07,3,2,1,1,3,1
pinggu_aq,2017-08,6,2,1,1,2,1
pinggu_aq,2017-09,4,3,1,1,2,1
pinggu_aq,2017-10,5,2,6,1,1,1
pinggu_aq,2017-11,4,2,6,2,1,1
pinggu_aq,2017-12,5,6,3,2,1,1
pinggu_aq,2018-01,6,6,2,2,1,1
qianmen_aq,2017-01,6,6,6,3,1,2
qianmen_aq,2017-02,6,3,4,2,1,6
qianmen_aq,2017-03,5,6,6,1,1,1
qianmen_aq,2017-04,6,6,6,1,1,1
qianmen_aq,2017-05,6,3,3,1,2,1
qianmen_aq,2017-06,6,3,6,1,2,1
qianmen_aq,2017-07,3,3,6,1,2,1
qianmen_aq,2017-08,6,6,6,1,1,1
qianmen_aq,2017-09,5,6,6,1,1,1
qianmen_aq,2017-10,5,6,3,1,1,1
qianmen_aq,2017-11,5,6,3,2,1,1
qianmen_aq,2017-12,5,3,6,2,1,1
qianmen_aq,2018-01,4,3,3,2,1,1
shunyi_aq,2017-01,6,6,3,6,1,6
shunyi_aq,2017-02,5,3,3,2,1,6
shunyi_aq,2017-03,6,6,3,1,1,1
shunyi_aq,2017-04,6,6,6,1,1,1
shunyi_aq,2017-05,6,3,2,1,3,1
shunyi_aq,2017-06,6,2,2,1,2,1
shunyi_aq,2017-07,3,2,2,1,6,1
shunyi_aq,2017-08,6,2,2,1,1,1
shunyi_aq,2017-09,6,6,2,1,2,1
shunyi_aq,2017-10,6,3,2,1,1,1
shunyi_aq,2017-11,4,6,3,6,1,1
shunyi_aq,2017-12,6,3,3,2,1,1
shunyi_aq,2018-01,5,3,3,2,1,1
tiantan_aq,2017-01,6,6,3,6,1,1
tiantan_aq,2017-02,5,4,6,2,1,1
tiantan_aq,2017-03,5,3,6,1,1,1
tiantan_aq,2017-04,4,6,6,1,1,1
tiantan_aq,2017-05,3,6,2,1,3,1
tiantan_aq,2017-06,6,3,6,1,2,1
tiantan_aq,2017-07,3,2,2,1,2,1
tiantan_aq,2017-08,6,6,2,1,1,1
tiantan_aq,2017-09,5,3,6,1,1,1
tiantan_aq,2017-10,6,6,2,1,1,1
tiantan_aq,2017-11,4,6,6,1,1,1
tiantan_aq,2017-12,6,3,6,2,1,1
tiantan_aq,2018-01,6,6,6,1,1,1
tongzhou_aq,2017-01,6,6,6,3,1,2
tongzhou_aq,2017-02,6,4,6,3,1,2
tongzhou_aq,2017-03,6,6,3,1,1,1
tongzhou_aq,2017-04,6,6,6,1,1,1
tongzhou_aq,2017-05,3,3,2,1,3,1
tongzhou_aq,2017-06,6,6,6,1,6,1
tongzhou_aq,2017-07,6,6,2,1,3,1
tongzhou_aq,2017-08,3,2,6,1,1,1
tongzhou_aq,2017-09,6,6,6,1,1,1
tongzhou_aq,2017-10,5,6,6,1,1,1
tongzhou_aq,2017-11,5,3,6,1,1,1
tongzhou_aq,2017-12,5,6,3,2,1,1
tongzhou_aq,2018-01,6,3,6,2,1,1
wanliu_aq,2017-01,6,6,6,3,1,2
wanliu_aq,2017-02,6,4,6,2,1,2
wanliu_aq,2017-03,5,3,6,1,1,1
wanliu_aq,2017-04,4,6,6,1,1,1
wanliu_aq,2017-05,3,3,6,1,3,1
wanliu_aq,2017-06,6,6,6,1,1,1
wanliu_aq,2017-07,6,6,6,1,1,1
wanliu_aq,2017-08,3,2,6,1,1,1
wanliu_aq,2017-09,4,3,3,1,6,1
wanliu_aq,2017-10,6,2,6,1,1,1
wanliu_aq,2017-11,6,3,6,1,1,1
wanliu_aq,2017-12,5,3,6,2,1,1
wanliu_aq,2018-01,4,3,6,1,1,1
wanshouxigong_aq,2017-01,6,6,3,6,1,2
wanshouxigong_aq,2017-02,6,3,6,2,1,6
wanshouxigong_aq,2017-03,5,3,6,1,1,1
wanshouxigong_aq,2017-04,6,3,6,1,1,1
wanshouxigong_aq,2017-05,6,3,2,1,3,1
wanshouxigong_aq,2017-06,3,3,2,1,2,1
wanshouxigong_aq,2017-07,4,6,6,1,2,1
wanshouxigong_aq,2017-08,4,6,2,1,1,1
wanshouxigong_aq,2017-09,6,3,6,1,1,1
wanshouxigong_aq,2017-10,6,6,3,1,1,1
wanshouxigong_aq,2017-11,5,3,3,1,1,1
wanshouxigong_aq,2017-12,5,3,3,2,1,1
wanshouxigong_aq,2018-01,6,3,3,1,1,1
xizhimenbei_aq,2017-01,6,6,6,3,1,2
xizhimenbei_aq,2017-02,6,3,3,2,1,2
xizhimenbei_aq,2017-03,6,6,6,6,1,1
xizhimenbei_aq,2017-04,4,6,6,1,1,1
xizhimenbei_aq,2017-05,3,3,6,1,2,1
xizhimenbei_aq,2017-06,3,3,6,1,6,1
xizhimenbei_aq,2017-07,3,6,3,1,3,1
xizhimenbei_aq,2017-08,6,2,3,1,1,1
xizhimenbei_aq,2017-09,6,6,6,1,1,1
xizhimenbei_aq,2017-10,5,6,3,1,1,1
xizhimenbei_aq,2017-11,5,6,3,1,1,1
xizhimenbei_aq,2017-12,6,6,6,2,1,1
xizhimenbei_aq,2018-01,6,3,6,2,1,1
yanqin_aq,2017-01,5,3,6,2,1,1
yanqin_aq,2017-02,5,3,6,2,1,1
yanqin_aq,2017-03,5,6,2,3,1,1
yanqin_aq,2017-04,5,6,2,1,1,1
yanqin_aq,2017-05,6,6,6,1,3,1
yanqin_aq,2017-06,3,6,6,1,2,1
yanqin_aq,2017-07,6,2,6,1,3,1
yanqin_aq,2017-08,6,6,2,1,1,1
yanqin_aq,2017-09,6,6,6,1,1,1
yanqin_aq,2017-10,4,2,2,1,1,1
yanqin_aq,2017-11,5,3,2,1,1,1
yanqin_aq,2017-12,4,6,2,2,1,1
yanqin_aq,2018-01,3,3,2,2,1,1
yizhuang_aq,2017-01,6,5,3,3,1,2
yizhuang_aq,2017-02,6,6,6,2,1,2
yizhuang_aq,2017-03,6,6,3,2,1,1
yizhuang_aq,2017-04,5,3,6,1,1,1
yizhuang_aq,2017-05,6,3,6,1,3,1
yizhuang_aq,2017-06,3,6,6,1,2,1
yizhuang_aq,2017-07,6,2,2,1,2,1
yizhuang_aq,2017-08,3,6,2,1,1,1
yizhuang_aq,2017-09,5,6,3,1,1,1
yizhuang_aq,2017-10,5,6,6,1,1,1
yizhuang_aq,2017-11,4,6,6,1,1,1
yizhuang_aq,2017-12,6,6,6,2,1,1
yizhuang_aq,2018-01,6,6,3,2,1,1
yongdingmennei_aq,2017-01,6,5,3,3,1,2
yongdingmennei_aq,2017-02,6,3,3,2,1,6
yongdingmennei_aq,2017-03,5,3,6,1,1,1
yongdingmennei_aq,2017-04,4,3,6,1,1,1
yongdingmennei_aq,2017-05,3,5,6,1,2,1
yongdingmennei_aq,2017-06,3,3,6,1,1,1
yongdingmennei_aq,2017-07,6,2,3,1,2,1
yongdingmennei_aq,2017-08,6,6,6,1,1,1
yongdingmennei_aq,2017-09,6,3,3,1,1,1
yongdingmennei_aq,2017-10,5,6,3,1,1,1
yongdingmennei_aq,2017-11,6,3,3,2,1,1
yongdingmennei_aq,2017-12,5,3,6,2,1,1
yongdingmennei_aq,2018-01,4,3,6,6,1,1
yongledian_aq,2017-01,6,6,3,3,1,2
yongledian_aq,2017-02,6,2,6,6,1,2
yongledian_aq,2017-03,5,6,6,2,1,2
yongledian_aq,2017-04,6,3,6,1,1,1
yongledian_aq,2017-05,3,6,6,2,3,1
yongledian_aq,2017-06,4,2,2,1,1,1
yongledian_aq,2017-07,6,6,2,2,2,1
yongledian_aq,2017-08,3,6,2,1,1,1
yongledian_aq,2017-09,4,3,6,1,1,1
yongledian_aq,2017-10,5,6,2,1,1,1
yongledian_aq,2017-11,6,3,6,1,1,1
yongledian_aq,2017-12,5,4,6,2,1,1
yongledian_aq,2018-01,5,3,6,2,1,1
yufa_aq,2017-01,6,6,6,3,1,6
yufa_aq,2017-02,6,6,6,2,1,6
yufa_aq,2017-03,6,6,6,2,1,1
yufa_aq,2017-04,5,3,6,1,1,1
yufa_aq,2017-05,5,3,1,1,2,1
yufa_aq,2017-06,6,6,1,1,2,1
yufa_aq,2017-07,6,2,1,1,1,1
yufa_aq,2017-08,3,6,1,1,1,1
yufa_aq,2017-09,4,6,1,1,1,1
yufa_aq,2017-10,6,2,1,1,1,1
yufa_aq,2017-11,6,3,6,1,1,1
yufa_aq,2017-12,6,6,2,2,1,1
yufa_aq,2018-01,6,6,6,6,1,1
yungang_aq,2017-01,6,6,3,6,1,2
yungang_aq,2017-02,6,6,6,2,1,2
yungang_aq,2017-03,5,4,3,1,1,1
yungang_aq,2017-04,6,3,2,1,1,1
yungang_aq,2017-05,3,6,2,1,6,1
yungang_aq,2017-06,6,6,2,1,2,1
yungang_aq,2017-07,3,6,1,1,2,1
yungang_aq,2017-08,3,6,1,1,1,1
yungang_aq,2017-09,5,6,2,1,1,1
yungang_aq,2017-10,5,6,6,6,1,1
yungang_aq,2017-11,5,2,3,2,1,1
yungang_aq,2017-12,5,6,6,2,1,1
yungang_aq,2018-01,6,3,3,1,1,1
zhiwuyuan_aq,2017-01,6,6,6,3,1,1
zhiwuyuan_aq,2017-02,5,3,3,6,1,2
zhiwuyuan_aq,2017-03,5,3,2,1,1,1
zhiwuyuan_aq,2017-04,6,3,2,1,1,1
zhiwuyuan_aq,2017-05,3,3,2,1,3,1
zhiwuyuan_aq,2017-06,3,2,1,1,3,1
zhiwuyuan_aq,2017-07,6,6,1,1,2,1
zhiwuyuan_aq,2017-08,6,6,1,1,1,1
zhiwuyuan_aq,2017-09,5,3,6,1,2,1
zhiwuyuan_aq,2017-10,5,2,2,1,1,1
zhiwuyuan_aq,2017-11,5,2,2,2,1,1
zhiwuyuan_aq,2017-12,0,0,0,0,0,0
zhiwuyuan_aq,2018-01,0,0,0,0,0,0
