stationId,date,PM2.5,PM10,NO2,CO,O3,SO2
aotizhongxin_aq,2017-06-20,2,2,2,1,6,1
aotizhongxin_aq,2017-06-21,2,2,2,1,3,1
aotizhongxin_aq,2017-06-22,2,2,2,1,2,1
aotizhongxin_aq,2017-06-23,1,1,2,1,1,1
aotizhongxin_aq,2017-06-24,2,2,2,1,1,1
aotizhongxin_aq,2017-06-25,2,2,2,1,2,1
aotizhongxin_aq,2017-06-26,2,2,2,1,2,1
aotizhongxin_aq,2017-06-27,4,3,2,1,2,1
aotizhongxin_aq,2017-06-28,5,4,2,1,2,1
aotizhongxin_aq,2017-06-29,3,2,2,1,2,1
aotizhongxin_aq,2017-06-30,4,3,2,1,2,1
aotizhongxin_aq,2017-07-01,5,4,2,1,3,1
aotizhongxin_aq,2017-07-08,5,3,2,1,2,1
aotizhongxin_aq,2017-07-09,2,2,2,1,2,1
aotizhongxin_aq,2017-07-10,2,2,2,1,2,1
aotizhongxin_aq,2017-07-11,4,3,3,1,3,1
aotizhongxin_aq,2017-07-12,5,3,2,1,3,1
aotizhongxin_aq,2017-07-13,0,2,2,1,2,1
aotizhongxin_aq,2017-07-14,3,2,2,1,2,1
aotizhongxin_aq,2017-07-15,3,2,2,1,2,1
aotizhongxin_aq,2017-07-16,4,2,2,1,2,1
aotizhongxin_aq,2017-07-17,3,2,2,1,2,1
aotizhongxin_aq,2017-07-18,6,2,2,1,2,1
aotizhongxin_aq,2017-07-19,4,3,1,1,2,1
aotizhongxin_aq,2017-07-20,5,3,2,1,2,1
aotizhongxin_aq,2017-07-21,1,1,2,1,1,1
aotizhongxin_aq,2017-07-22,2,6,2,1,1,1
aotizhongxin_aq,2017-07-23,3,2,2,1,2,1
aotizhongxin_aq,2017-07-24,2,2,2,1,1,1
aotizhongxin_aq,2017-07-25,2,2,2,1,2,1
aotizhongxin_aq,2017-07-26,2,2,2,1,1,1
aotizhongxin_aq,2017-07-27,3,2,3,1,1,1
aotizhongxin_aq,2017-07-28,2,2,3,1,2,1
aotizhongxin_aq,2017-07-29,2,2,2,1,2,1
aotizhongxin_aq,2017-07-30,3,3,2,1,2,1
aotizhongxin_aq,2017-07-31,5,3,2,1,3,1
aotizhongxin_aq,2017-08-01,3,2,2,1,2,1
aotizhongxin_aq,2017-08-02,2,2,2,1,1,1
aotizhongxin_aq,2017-08-03,2,2,2,1,2,1
aotizhongxin_aq,2017-08-04,1,2,3,1,2,1
aotizhongxin_aq,2017-08-05,2,2,2,1,2,1
aotizhongxin_aq,2017-08-06,1,2,2,1,2,1
aotizhongxin_aq,2017-08-07,1,2,2,1,2,1
aotizhongxin_aq,2017-08-08,2,2,2,1,2,1
aotizhongxin_aq,2017-08-09,2,2,2,1,2,1
aotizhongxin_aq,2017-08-10,4,3,2,1,2,1
aotizhongxin_aq,2017-08-11,4,6,2,1,2,1
aotizhongxin_aq,2017-08-12,3,2,3,1,1,1
aotizhongxin_aq,2017-08-13,2,2,2,1,1,1
aotizhongxin_aq,2017-08-14,2,2,2,1,2,1
aotizhongxin_aq,2017-08-15,4,3,2,1,2,1
aotizhongxin_aq,2017-08-16,3,2,2,1,2,1
aotizhongxin_aq,2017-08-17,2,2,2,1,2,1
aotizhongxin_aq,2017-08-18,4,3,3,2,1,1
aotizhongxin_aq,2017-08-19,3,2,2,1,2,1
aotizhongxin_aq,2017-08-20,4,3,3,1,1,1
aotizhongxin_aq,2017-08-21,5,3,2,1,2,1
aotizhongxin_aq,2017-08-22,3,3,2,1,1,1
aotizhongxin_aq,2017-08-23,1,1,2,1,1,1
aotizhongxin_aq,2017-08-24,1,1,2,1,1,1
aotizhongxin_aq,2017-08-25,1,2,2,1,1,1
aotizhongxin_aq,2017-08-26,1,2,2,1,1,1
aotizhongxin_aq,2017-08-27,2,1,2,1,1,1
aotizhongxin_aq,2017-08-28,1,1,2,1,1,1
aotizhongxin_aq,2017-08-29,2,2,2,1,1,1
aotizhongxin_aq,2017-08-30,3,3,2,1,2,1
aotizhongxin_aq,2017-08-31,5,4,2,1,1,1
aotizhongxin_aq,2017-09-01,6,5,2,2,2,1
aotizhongxin_aq,2017-09-02,4,3,2,1,2,1
aotizhongxin_aq,2017-09-03,4,3,2,1,2,1
aotizhongxin_aq,2017-09-04,5,6,2,1,2,1
aotizhongxin_aq,2017-09-05,1,2,2,1,1,1
aotizhongxin_aq,2017-09-06,2,2,2,1,1,1
aotizhongxin_aq,2017-09-07,5,4,3,1,2,1
aotizhongxin_aq,2017-09-08,6,5,2,2,2,1
aotizhongxin_aq,2017-09-09,5,4,2,1,2,1
aotizhongxin_aq,2017-09-10,4,3,3,1,1,1
aotizhongxin_aq,2017-09-11,1,2,2,1,1,1
aotizhongxin_aq,2017-09-12,2,6,3,1,1,1
aotizhongxin_aq,2017-09-13,5,5,3,1,2,1
aotizhongxin_aq,2017-09-14,4,3,3,1,2,1
aotizhongxin_aq,2017-09-15,4,4,3,1,1,1
aotizhongxin_aq,2017-09-16,4,3,3,1,1,1
aotizhongxin_aq,2017-09-17,1,2,2,1,1,1
aotizhongxin_aq,2017-09-18,2,3,3,1,1,1
aotizhongxin_aq,2017-09-19,1,2,3,1,1,1
aotizhongxin_aq,2017-09-20,2,3,3,1,1,1
aotizhongxin_aq,2017-09-21,4,4,4,1,1,1
aotizhongxin_aq,2017-09-22,2,4,3,1,1,1
aotizhongxin_aq,2017-09-23,4,6,4,1,1,1
aotizhongxin_aq,2017-09-24,4,5,3,1,6,1
aotizhongxin_aq,2017-09-25,5,5,3,6,1,1
aotizhongxin_aq,2017-09-26,1,1,2,1,1,1
aotizhongxin_aq,2017-09-27,2,2,2,1,1,1
aotizhongxin_aq,2017-09-28,2,2,2,1,1,1
aotizhongxin_aq,2017-09-29,3,3,4,1,1,1
aotizhongxin_aq,2017-09-30,6,4,4,2,1,1
aotizhongxin_aq,2017-10-01,2,2,2,1,1,1
aotizhongxin_aq,2017-10-02,1,1,2,1,1,1
aotizhongxin_aq,2017-10-03,1,1,2,1,1,1
aotizhongxin_aq,2017-10-04,3,2,2,1,1,1
aotizhongxin_aq,2017-10-05,3,6,2,1,1,1
aotizhongxin_aq,2017-10-06,4,3,3,1,1,1
aotizhongxin_aq,2017-10-07,6,4,4,2,1,1
aotizhongxin_aq,2017-10-08,5,0,3,2,1,1
aotizhongxin_aq,2017-10-09,1,1,2,1,1,1
aotizhongxin_aq,2017-10-10,1,1,2,1,1,1
aotizhongxin_aq,2017-10-11,1,1,2,1,1,1
aotizhongxin_aq,2017-10-12,2,2,2,1,1,1
aotizhongxin_aq,2017-10-13,3,2,3,1,1,1
aotizhongxin_aq,2017-10-14,2,2,2,1,1,1
aotizhongxin_aq,2017-10-15,4,3,3,1,1,1
aotizhongxin_aq,2017-10-16,3,2,3,1,1,1
aotizhongxin_aq,2017-10-17,5,3,3,1,1,1
aotizhongxin_aq,2017-10-18,4,0,3,6,1,1
aotizhongxin_aq,2017-10-19,4,0,2,2,1,1
aotizhongxin_aq,2017-10-20,5,0,3,2,1,1
aotizhongxin_aq,2017-10-21,6,2,2,1,1,1
aotizhongxin_aq,2017-10-22,3,2,3,1,1,1
aotizhongxin_aq,2017-10-23,3,2,2,1,1,1
aotizhongxin_aq,2017-10-24,5,2,3,1,1,1
aotizhongxin_aq,2017-10-25,6,0,3,2,1,1
aotizhongxin_aq,2017-10-26,6,0,4,2,1,1
aotizhongxin_aq,2017-10-27,6,0,5,2,1,1
aotizhongxin_aq,2017-10-28,1,1,1,1,1,1
aotizhongxin_aq,2017-10-29,1,1,2,1,1,1
aotizhongxin_aq,2017-10-30,2,2,3,1,1,1
aotizhongxin_aq,2017-10-31,5,4,4,1,1,1
aotizhongxin_aq,2017-11-01,4,3,4,1,1,1
aotizhongxin_aq,2017-11-02,2,2,3,1,1,1
aotizhongxin_aq,2017-11-03,1,1,2,1,1,1
aotizhongxin_aq,2017-11-04,3,2,3,1,1,1
aotizhongxin_aq,2017-11-05,6,3,4,2,1,1
aotizhongxin_aq,2017-11-06,6,0,4,2,1,1
aotizhongxin_aq,2017-11-07,2,2,2,1,1,1
aotizhongxin_aq,2017-11-08,2,2,3,1,1,1
aotizhongxin_aq,2017-11-09,3,3,3,1,1,1
aotizhongxin_aq,2017-11-10,1,1,1,1,1,1
aotizhongxin_aq,2017-11-11,2,2,2,1,1,1
aotizhongxin_aq,2017-11-12,4,3,3,1,1,1
aotizhongxin_aq,2017-11-13,1,2,1,1,1,1
aotizhongxin_aq,2017-11-14,1,1,2,1,1,1
aotizhongxin_aq,2017-11-15,2,2,3,1,1,1
aotizhongxin_aq,2017-11-16,4,3,4,2,1,1
aotizhongxin_aq,2017-11-17,1,1,1,1,1,1
aotizhongxin_aq,2017-11-18,4,3,3,1,1,1
aotizhongxin_aq,2017-11-19,5,6,4,2,1,1
aotizhongxin_aq,2017-11-20,5,4,4,2,1,1
aotizhongxin_aq,2017-11-21,4,3,3,2,1,1
aotizhongxin_aq,2017-11-22,1,1,1,1,1,1
aotizhongxin_aq,2017-11-23,1,1,1,1,1,1
aotizhongxin_aq,2017-11-24,2,2,2,1,1,1
aotizhongxin_aq,2017-11-25,2,2,3,1,1,1
aotizhongxin_aq,2017-11-26,2,2,2,1,1,1
aotizhongxin_aq,2017-11-27,5,4,4,2,1,1
aotizhongxin_aq,2017-11-28,1,2,1,1,1,1
aotizhongxin_aq,2017-11-29,2,2,3,1,1,1
aotizhongxin_aq,2017-11-30,3,2,3,1,1,1
aotizhongxin_aq,2017-12-01,5,4,4,2,1,1
aotizhongxin_aq,2017-12-02,6,5,5,3,1,1
aotizhongxin_aq,2017-12-03,1,1,1,1,1,1
aotizhongxin_aq,2017-12-04,1,1,1,1,1,1
aotizhongxin_aq,2017-12-05,2,2,3,1,1,1
aotizhongxin_aq,2017-12-06,1,1,2,1,1,1
aotizhongxin_aq,2017-12-07,1,1,1,1,1,1
aotizhongxin_aq,2017-12-08,2,2,3,1,1,1
aotizhongxin_aq,2017-12-09,2,2,3,1,1,1
aotizhongxin_aq,2017-12-10,1,2,1,1,1,1
aotizhongxin_aq,2017-12-11,1,1,1,1,1,1
aotizhongxin_aq,2017-12-12,2,6,2,1,1,1
aotizhongxin_aq,2017-12-13,3,2,3,1,1,1
aotizhongxin_aq,2017-12-14,5,3,4,2,1,1
aotizhongxin_aq,2017-12-15,1,2,1,1,1,1
aotizhongxin_aq,2017-12-16,1,2,2,1,1,1
aotizhongxin_aq,2017-12-17,2,2,2,1,1,1
aotizhongxin_aq,2017-12-18,1,6,2,1,1,1
aotizhongxin_aq,2017-12-19,3,3,3,1,1,1
aotizhongxin_aq,2017-12-20,2,2,3,1,1,1
aotizhongxin_aq,2017-12-21,4,3,4,2,1,1
aotizhongxin_aq,2017-12-22,1,2,2,1,1,1
aotizhongxin_aq,2017-12-23,2,3,3,1,1,1
aotizhongxin_aq,2017-12-24,1,1,2,1,1,1
aotizhongxin_aq,2017-12-25,2,2,3,1,1,1
aotizhongxin_aq,2017-12-26,2,2,3,1,1,1
aotizhongxin_aq,2017-12-27,5,3,4,2,1,1
aotizhongxin_aq,2017-12-28,6,5,4,3,1,1
aotizhongxin_aq,2017-12-29,6,5,4,3,1,1
aotizhongxin_aq,2017-12-30,3,2,2,1,1,1
aotizhongxin_aq,2017-12-31,3,3,3,1,1,1
aotizhongxin_aq,2018-01-01,2,2,2,1,1,1
aotizhongxin_aq,2018-01-02,1,1,1,1,1,1
aotizhongxin_aq,2018-01-03,1,1,1,1,1,1
aotizhongxin_aq,2018-01-04,2,2,1,1,1,1
aotizhongxin_aq,2018-01-05,2,2,6,1,1,1
aotizhongxin_aq,2018-01-06,2,2,3,1,1,1
aotizhongxin_aq,2018-01-07,2,2,2,1,1,1
aotizhongxin_aq,2018-01-08,1,2,1,1,1,1
aotizhongxin_aq,2018-01-09,1,1,1,1,1,1
aotizhongxin_aq,2018-01-10,1,1,1,1,1,1
aotizhongxin_aq,2018-01-11,2,2,2,1,1,1
aotizhongxin_aq,2018-01-12,4,3,4,2,1,1
aotizhongxin_aq,2018-01-13,6,5,4,2,1,1
aotizhongxin_aq,2018-01-14,4,3,3,1,1,1
aotizhongxin_aq,2018-01-15,3,4,3,1,1,1
aotizhongxin_aq,2018-01-16,3,5,3,1,1,1
aotizhongxin_aq,2018-01-17,2,2,3,1,1,1
aotizhongxin_aq,2018-01-18,5,4,4,2,1,1
aotizhongxin_aq,2018-01-19,4,3,4,6,1,1
aotizhongxin_aq,2018-01-20,2,3,3,1,1,1
aotizhongxin_aq,2018-01-21,3,3,3,2,1,1
aotizhongxin_aq,2018-01-22,1,1,1,1,1,1
aotizhongxin_aq,2018-01-23,1,1,1,1,1,1
aotizhongxin_aq,2018-01-24,1,1,2,1,1,1
aotizhongxin_aq,2018-01-25,1,1,2,1,1,1
aotizhongxin_aq,2018-01-26,3,2,3,1,1,1
aotizhongxin_aq,2018-01-27,4,2,3,6,1,1
aotizhongxin_aq,2018-01-28,1,3,1,1,1,1
aotizhongxin_aq,2018-01-29,1,1,2,1,1,1
aotizhongxin_aq,2018-01-30,1,2,1,1,1,1
aotizhongxin_aq,2018-01-31,2,2,2,1,1,1
badaling_aq,2017-01-01,2,2,2,1,1,1
badaling_aq,2017-01-02,3,3,3,1,1,1
badaling_aq,2017-01-03,3,3,3,1,1,1
badaling_aq,2017-01-04,6,5,5,3,1,1
badaling_aq,2017-01-05,5,4,3,2,1,1
badaling_aq,2017-01-06,6,5,3,2,1,1
badaling_aq,2017-01-07,2,1,2,1,1,1
badaling_aq,2017-01-08,1,1,2,1,1,1
badaling_aq,2017-01-09,1,2,2,1,1,1
badaling_aq,2017-01-10,1,1,2,1,1,1
badaling_aq,2017-01-11,2,2,2,1,1,1
badaling_aq,2017-01-12,2,2,2,0,1,1
badaling_aq,2017-01-13,1,2,2,0,1,1
badaling_aq,2017-01-14,3,2,3,0,1,1
badaling_aq,2017-01-15,5,3,3,0,1,1
badaling_aq,2017-01-16,6,4,3,0,1,1
badaling_aq,2017-01-17,4,3,3,0,1,1
badaling_aq,2017-01-18,3,3,3,1,1,1
badaling_aq,2017-01-19,1,3,1,1,1,1
badaling_aq,2017-01-20,2,2,2,1,1,1
badaling_aq,2017-01-21,1,2,1,1,1,1
badaling_aq,2017-01-22,2,2,2,1,1,1
badaling_aq,2017-01-23,3,2,2,1,1,1
badaling_aq,2017-01-24,5,3,3,2,1,1
badaling_aq,2017-01-25,6,4,4,2,1,1
badaling_aq,2017-01-26,5,5,2,1,1,1
badaling_aq,2017-01-27,5,4,2,1,1,1
badaling_aq,2017-01-28,6,5,2,1,1,2
badaling_aq,2017-01-29,1,2,1,1,1,1
badaling_aq,2017-01-30,2,2,2,1,1,1
badaling_aq,2017-01-31,2,2,1,1,1,1
badaling_aq,2017-02-01,2,2,2,1,1,1
badaling_aq,2017-02-02,4,3,2,1,1,1
badaling_aq,2017-02-03,6,5,4,2,1,2
badaling_aq,2017-02-04,4,2,2,1,1,1
badaling_aq,2017-02-05,1,2,2,1,1,1
badaling_aq,2017-02-06,1,1,2,1,1,1
badaling_aq,2017-02-07,4,3,2,1,1,1
badaling_aq,2017-02-08,1,2,1,1,1,1
badaling_aq,2017-02-09,1,2,1,1,1,1
badaling_aq,2017-02-10,1,2,1,1,1,1
badaling_aq,2017-02-11,2,2,2,1,1,1
badaling_aq,2017-02-12,3,3,3,1,1,1
badaling_aq,2017-02-13,3,2,3,1,1,1
badaling_aq,2017-02-14,6,5,4,2,1,1
badaling_aq,2017-02-15,6,6,5,2,1,1
badaling_aq,2017-02-16,3,2,2,1,1,1
badaling_aq,2017-02-17,2,2,2,1,1,1
badaling_aq,2017-02-18,5,4,3,1,1,1
badaling_aq,2017-02-19,2,4,2,1,2,1
badaling_aq,2017-02-20,2,2,2,1,1,1
badaling_aq,2017-02-21,5,3,3,2,1,1
badaling_aq,2017-02-22,2,1,6,1,1,1
badaling_aq,2017-02-23,1,1,2,1,1,1
badaling_aq,2017-02-24,1,1,2,1,1,1
badaling_aq,2017-02-25,2,2,2,1,1,1
badaling_aq,2017-02-26,2,2,2,1,1,1
badaling_aq,2017-02-27,4,3,2,1,1,1
badaling_aq,2017-02-28,6,2,2,1,1,1
badaling_aq,2017-03-01,1,2,1,1,1,1
badaling_aq,2017-03-02,2,3,3,1,1,1
badaling_aq,2017-03-03,4,6,3,1,1,1
badaling_aq,2017-03-04,3,2,2,1,1,1
badaling_aq,2017-03-05,1,2,2,1,1,1
badaling_aq,2017-03-06,1,6,1,1,1,1
badaling_aq,2017-03-07,1,2,1,1,1,1
badaling_aq,2017-03-08,1,3,2,1,1,1
badaling_aq,2017-03-09,2,2,3,1,1,1
badaling_aq,2017-03-10,2,3,3,1,1,1
badaling_aq,2017-03-11,2,2,2,1,0,1
badaling_aq,2017-03-12,1,2,2,1,0,1
badaling_aq,2017-03-13,1,1,1,5,0,1
badaling_aq,2017-03-14,2,3,3,0,0,1
badaling_aq,2017-03-15,5,3,4,0,0,1
badaling_aq,2017-03-16,6,5,4,0,0,1
badaling_aq,2017-03-17,5,4,3,1,1,1
badaling_aq,2017-03-18,6,4,3,1,1,1
badaling_aq,2017-03-19,6,6,4,2,2,1
badaling_aq,2017-03-20,6,6,3,2,1,1
badaling_aq,2017-03-21,5,4,3,1,1,1
badaling_aq,2017-03-22,6,5,3,1,1,1
badaling_aq,2017-03-23,5,3,2,2,1,1
badaling_aq,2017-03-24,2,2,2,1,1,1
badaling_aq,2017-03-25,6,2,2,1,1,1
badaling_aq,2017-03-26,1,1,2,1,1,1
badaling_aq,2017-03-27,2,2,3,1,1,1
badaling_aq,2017-03-28,3,2,3,1,1,1
badaling_aq,2017-03-29,4,3,3,1,1,1
badaling_aq,2017-03-30,3,3,2,1,1,1
badaling_aq,2017-03-31,1,2,2,1,1,1
badaling_aq,2017-04-01,2,2,2,1,1,1
badaling_aq,2017-04-02,3,0,3,1,1,1
badaling_aq,2017-04-03,5,0,3,1,2,1
badaling_aq,2017-04-04,6,0,3,1,1,1
badaling_aq,2017-04-05,5,0,2,1,2,1
badaling_aq,2017-04-06,5,4,2,1,2,1
badaling_aq,2017-04-07,5,4,3,1,1,1
