station_id,date,temperature,pressure,humidity,wind_direction,wind_speed
beijing_meo,2017-05-05,16.31,1011.39,20.0,238.46,3.62
beijing_meo,2017-05-06,21.6,1009.43,26.79,41800.92,2.57
beijing_meo,2017-05-07,23.99,1006.57,30.29,41807.96,2.36
beijing_meo,2017-05-08,23.51,1002.75,38.58,201.62,2.46
beijing_meo,2017-05-09,21.34,1003.4,51.71,156.0,2.98
beijing_meo,2017-05-10,23.18,1001.38,40.25,41814.88,2.17
beijing_meo,2017-05-11,22.85,1004.32,12.88,194.5,3.87
beijing_meo,2017-05-12,23.06,998.85,19.04,158.46,4.18
beijing_meo,2017-05-13,21.95,1006.83,26.88,219.38,3.33
beijing_meo,2017-05-14,22.37,1010.18,29.29,120.25,2.14
beijing_meo,2017-05-15,22.15,1008.51,32.04,173.88,2.06
beijing_meo,2017-05-16,24.85,1000.56,42.5,41806.71,2.6
beijing_meo,2017-05-17,26.15,1001.95,50.04,41762.25,1.45
beijing_meo,2017-05-18,28.87,1002.43,51.67,212.0,2.3
beijing_meo,2017-05-19,28.79,1003.72,46.71,190.79,2.57
beijing_meo,2017-05-20,27.57,1005.35,47.92,141.29,2.5
beijing_meo,2017-05-21,23.35,1006.3,56.54,108.88,2.93
beijing_meo,2017-05-22,16.37,1010.58,90.29,124965.71,1.63
beijing_meo,2017-05-23,22.21,1008.39,46.88,83458.17,1.8
beijing_meo,2017-05-24,26.61,1003.9,29.5,41813.54,2.82
beijing_meo,2017-05-25,22.7,1008.53,40.83,151.21,3.18
beijing_meo,2017-05-26,22.96,1004.0,43.62,146.29,2.11
beijing_meo,2017-05-27,25.01,1000.08,48.75,109.75,2.43
beijing_meo,2017-05-28,28.87,1003.72,39.92,90.0,3.03
beijing_meo,2017-05-29,21.98,1006.99,49.04,106.29,2.6
beijing_meo,2017-05-30,21.87,1001.06,67.12,192.54,1.76
beijing_meo,2017-05-31,25.7,995.75,49.46,185.75,2.89
beijing_meo,2017-06-01,24.96,1000.47,34.58,133.12,2.85
beijing_meo,2017-06-02,17.98,1005.93,53.25,41733.67,2.6
beijing_meo,2017-06-03,22.17,1007.04,40.42,219.71,2.12
beijing_meo,2017-06-04,25.76,1006.49,36.75,163.96,2.06
beijing_meo,2017-06-05,23.97,1007.94,49.0,167.71,1.95
beijing_meo,2017-06-06,17.31,1005.55,78.12,211.33,1.92
beijing_meo,2017-06-07,24.2,1003.54,49.29,41821.58,1.86
beijing_meo,2017-06-08,25.87,1000.56,41.04,41790.21,1.74
beijing_meo,2017-06-09,28.59,999.84,28.75,148.21,3.07
beijing_meo,2017-06-10,23.73,1005.38,26.21,83384.29,2.12
beijing_meo,2017-06-11,24.41,1006.33,35.67,102.83,2.12
beijing_meo,2017-06-12,23.35,1009.94,40.83,107.96,2.81
beijing_meo,2017-06-13,20.29,1010.54,73.42,83438.0,1.28
beijing_meo,2017-06-14,28.34,1004.92,35.75,83473.71,2.08
beijing_meo,2017-06-15,30.87,1001.46,33.12,225.58,2.61
beijing_meo,2017-06-16,31.08,1000.35,32.04,219.54,3.25
beijing_meo,2017-06-17,30.46,998.9,34.96,212.79,3.07
beijing_meo,2017-06-18,27.49,998.87,51.88,113.5,2.59
beijing_meo,2017-06-19,28.56,997.67,42.38,138.75,2.2
beijing_meo,2017-06-20,28.31,998.77,45.83,183.58,2.37
beijing_meo,2017-06-21,25.44,1001.35,63.71,146.38,2.35
beijing_meo,2017-06-22,19.93,1002.86,91.08,89.58,2.11
beijing_meo,2017-06-23,19.83,1000.97,88.38,38.25,2.45
beijing_meo,2017-06-24,22.36,1000.4,72.5,41737.71,1.75
beijing_meo,2017-06-25,25.84,1001.12,60.12,146.08,1.38
beijing_meo,2017-06-26,28.79,1001.95,51.83,160.75,1.75
beijing_meo,2017-06-27,28.98,1001.73,55.88,143.88,1.92
beijing_meo,2017-06-28,29.14,1001.85,60.92,149.33,1.66
beijing_meo,2017-06-29,28.57,1001.3,60.33,208.04,1.81
beijing_meo,2017-06-30,30.46,998.36,56.75,202.54,1.8
beijing_meo,2017-07-01,30.59,997.42,58.0,149.17,2.06
beijing_meo,2017-07-02,29.03,999.05,63.92,124.54,2.06
beijing_meo,2017-07-03,28.03,1000.6,68.75,129.29,1.68
beijing_meo,2017-07-04,25.9,1002.84,82.17,83360.58,1.2
beijing_meo,2017-07-05,28.35,1002.82,71.67,147.21,2.17
beijing_meo,2017-07-06,23.38,997.78,90.88,102.83,2.05
beijing_meo,2017-07-07,27.29,993.25,68.92,164.5,2.76
beijing_meo,2017-07-08,29.06,993.8,69.88,113.46,1.8
beijing_meo,2017-07-09,29.72,993.51,60.0,41773.62,2.15
beijing_meo,2017-07-10,30.8,994.76,51.38,41763.46,1.64
beijing_meo,2017-07-11,30.64,997.21,56.54,180.62,1.63
beijing_meo,2017-07-12,32.06,997.08,64.71,197.21,2.32
beijing_meo,2017-07-13,31.35,995.66,63.21,195.33,2.38
beijing_meo,2017-07-14,29.79,999.23,66.67,93.04,2.11
beijing_meo,2017-07-15,28.31,1003.76,73.96,110.12,1.4
beijing_meo,2017-07-16,30.07,1004.62,69.08,129.21,1.63
beijing_meo,2017-07-17,29.6,1004.05,70.33,175.58,1.66
beijing_meo,2017-07-18,28.09,1000.46,80.29,187.92,1.79
beijing_meo,2017-07-19,29.72,997.52,74.29,196.83,1.78
beijing_meo,2017-07-20,30.32,997.01,77.88,41786.08,1.98
beijing_meo,2017-07-21,22.2,1006.05,84.79,160.29,2.05
beijing_meo,2017-07-22,25.99,1004.65,69.12,148.62,1.16
beijing_meo,2017-07-23,26.45,1000.6,77.29,179.29,1.09
beijing_meo,2017-07-24,27.6,1002.46,74.21,93.62,1.54
beijing_meo,2017-07-25,26.9,1004.25,65.08,41825.58,1.91
beijing_meo,2017-07-26,22.34,1002.28,75.92,101.08,1.55
beijing_meo,2017-07-27,26.21,1005.02,72.58,168.83,1.38
beijing_meo,2017-07-28,26.86,1007.95,67.46,176.46,1.35
beijing_meo,2017-07-29,24.41,1003.5,70.71,222.25,2.76
beijing_meo,2017-07-30,26.44,1001.45,66.62,203.71,1.84
beijing_meo,2017-07-31,28.35,1002.92,67.62,174.21,1.55
beijing_meo,2017-08-01,28.76,1002.27,72.58,115.75,1.96
beijing_meo,2017-08-02,27.44,995.73,83.54,128.92,2.08
beijing_meo,2017-08-03,30.68,992.93,70.79,212.25,2.1
beijing_meo,2017-08-04,31.18,997.34,53.46,136.67,1.44
beijing_meo,2017-08-05,28.06,997.3,71.12,149.08,1.97
beijing_meo,2017-08-06,30.35,996.18,51.17,41829.75,1.98
beijing_meo,2017-08-07,30.33,996.15,50.62,163.58,2.12
beijing_meo,2017-08-08,28.36,994.05,64.04,141.33,2.17
beijing_meo,2017-08-09,26.68,993.97,73.75,146.46,1.67
beijing_meo,2017-08-10,28.81,996.28,71.42,164.54,2.05
beijing_meo,2017-08-11,25.74,1000.48,80.25,125.58,2.01
beijing_meo,2017-08-12,23.42,1004.18,87.92,136.04,1.65
beijing_meo,2017-08-13,24.0,1004.61,86.33,66.42,1.6
beijing_meo,2017-08-14,26.37,1003.4,73.0,41781.0,1.41
beijing_meo,2017-08-15,27.08,1001.73,77.54,194.17,1.83
beijing_meo,2017-08-16,24.01,1003.02,81.43,142.87,1.79
beijing_meo,2017-08-17,26.67,1004.48,69.29,41756.42,1.51
beijing_meo,2017-08-18,24.07,1006.34,86.83,41785.0,1.44
beijing_meo,2017-08-19,24.28,1005.98,85.04,83371.79,1.05
beijing_meo,2017-08-20,41692.43,42627.34,41738.42,41869.29,41667.82
beijing_meo,2017-08-21,28.93,1001.87,73.54,208.79,1.89
beijing_meo,2017-08-22,26.75,1003.14,86.54,157.04,1.69
beijing_meo,2017-08-23,28.04,1002.76,67.08,41790.5,1.65
beijing_meo,2017-08-24,26.17,1006.48,42.83,41860.54,2.05
beijing_meo,2017-08-25,26.28,1008.72,36.29,83462.67,2.12
beijing_meo,2017-08-26,24.18,1010.82,50.92,193.21,2.45
beijing_meo,2017-08-27,17.33,1009.5,93.5,41744.96,1.47
beijing_meo,2017-08-28,21.87,1013.5,56.38,76.17,1.7
beijing_meo,2017-08-29,21.37,1012.64,56.12,207.71,2.67
beijing_meo,2017-08-30,22.83,1009.62,70.88,199.75,1.9
beijing_meo,2017-08-31,21.92,1008.7,76.92,207.29,1.91
beijing_meo,2017-09-01,22.85,1007.97,79.08,167.83,1.71
beijing_meo,2017-09-02,23.37,1008.42,71.25,214.62,2.09
beijing_meo,2017-09-03,23.74,1007.96,70.08,207.92,2.23
beijing_meo,2017-09-04,24.43,1006.58,68.62,212.67,1.87
beijing_meo,2017-09-05,25.2,1005.2,44.58,125103.21,1.82
beijing_meo,2017-09-06,25.37,1002.78,47.83,41791.21,1.44
beijing_meo,2017-09-07,26.07,1002.32,65.38,156.08,1.56
beijing_meo,2017-09-08,27.02,1004.62,71.96,100.12,2.18
beijing_meo,2017-09-09,26.07,1006.2,71.96,133.46,1.71
beijing_meo,2017-09-10,22.25,1006.68,80.12,125020.92,1.18
beijing_meo,2017-09-11,23.1,1009.62,47.5,41782.38,1.9
beijing_meo,2017-09-12,24.78,1013.08,56.88,83364.21,1.32
beijing_meo,2017-09-13,25.28,1013.95,66.83,176.58,1.75
beijing_meo,2017-09-14,24.96,1013.55,57.21,187.58,1.9
beijing_meo,2017-09-15,23.37,1012.25,64.33,41798.62,1.28
beijing_meo,2017-09-16,23.49,1008.97,56.54,41780.67,1.5
beijing_meo,2017-09-17,22.36,1005.95,42.33,41783.25,1.65
beijing_meo,2017-09-18,24.35,1002.04,42.08,214.04,1.66
beijing_meo,2017-09-19,23.69,1008.29,27.33,128.46,1.95
beijing_meo,2017-09-20,22.5,1008.79,43.83,155.42,1.57
beijing_meo,2017-09-21,23.22,1003.18,53.5,41828.04,1.85
beijing_meo,2017-09-22,21.06,1007.43,34.67,83442.83,2.08
beijing_meo,2017-09-23,22.45,1006.22,58.75,120.67,1.2
beijing_meo,2017-09-24,24.65,1007.55,57.5,41698.62,1.91
beijing_meo,2017-09-25,23.97,1007.04,71.21,129.29,1.47
beijing_meo,2017-09-26,17.97,1012.08,61.54,41679.04,2.24
beijing_meo,2017-09-27,16.45,1012.6,50.38,41751.12,1.81
beijing_meo,2017-09-28,16.62,1010.68,31.33,213.75,2.32
beijing_meo,2017-09-29,18.79,1009.02,50.58,41713.38,1.3
beijing_meo,2017-09-30,20.34,1008.8,72.75,139.67,1.5
beijing_meo,2017-10-01,21.74,1011.86,35.54,58.17,2.32
beijing_meo,2017-10-02,13.97,1021.72,64.21,41739.29,1.27
beijing_meo,2017-10-03,14.31,1024.31,52.58,41774.83,1.45
beijing_meo,2017-10-04,15.15,1020.52,52.83,192.88,2.35
beijing_meo,2017-10-05,15.65,1015.78,62.83,207.42,1.95
beijing_meo,2017-10-06,17.11,1014.02,67.17,41808.17,1.69
beijing_meo,2017-10-07,15.8,1016.27,83.08,41812.12,1.06
beijing_meo,2017-10-08,15.41,1017.75,92.17,219.88,1.17
beijing_meo,2017-10-09,11.75,1022.02,88.92,38.46,2.69
beijing_meo,2017-10-10,9.34,1023.62,82.88,208165.92,1.32
beijing_meo,2017-10-11,12.23,1023.81,53.21,125046.33,1.19
beijing_meo,2017-10-12,10.59,1018.61,73.08,141.54,1.52
beijing_meo,2017-10-13,12.77,1020.14,61.58,83362.67,1.33
beijing_meo,2017-10-14,10.95,1023.91,68.0,62.54,1.42
beijing_meo,2017-10-15,12.36,1025.6,76.29,41694.62,1.08
beijing_meo,2017-10-16,13.18,1027.17,66.79,124984.38,1.08
beijing_meo,2017-10-17,13.92,1023.32,79.58,83392.46,1.2
beijing_meo,2017-10-18,12.48,1018.92,92.79,83432.33,1.09
beijing_meo,2017-10-19,13.1,1016.51,87.21,41816.17,1.31
beijing_meo,2017-10-20,13.18,1015.21,89.08,41761.38,1.15
beijing_meo,2017-10-21,14.07,1019.19,66.21,96.83,1.58
beijing_meo,2017-10-22,10.44,1020.42,72.62,83350.0,0.87
beijing_meo,2017-10-23,11.26,1021.89,72.04,41790.92,1.3
beijing_meo,2017-10-24,11.83,1021.12,77.04,41787.71,1.49
beijing_meo,2017-10-25,12.32,1019.2,82.21,166635.42,0.87
beijing_meo,2017-10-26,12.07,1014.71,86.42,166636.12,0.63
beijing_meo,2017-10-27,12.59,1014.92,81.88,41766.12,1.21
beijing_meo,2017-10-28,9.98,1027.07,26.33,193.58,4.46
beijing_meo,2017-10-29,7.14,1028.8,41.88,41889.33,2.21
beijing_meo,2017-10-30,8.3,1021.61,50.46,83420.5,1.45
beijing_meo,2017-10-31,9.32,1014.72,61.79,104.04,1.38
beijing_meo,2017-11-01,11.31,1013.64,53.92,41753.42,1.12
beijing_meo,2017-11-02,11.52,1018.08,51.42,144.21,1.82
beijing_meo,2017-11-03,5.58,1030.01,48.46,208197.21,1.42
beijing_meo,2017-11-04,7.24,1024.38,61.12,149.08,1.7
beijing_meo,2017-11-05,7.5,1017.44,72.21,96.67,1.18
beijing_meo,2017-11-06,8.94,1013.57,73.0,41714.08,0.9
beijing_meo,2017-11-07,11.05,1017.97,41.83,173.33,2.14
beijing_meo,2017-11-08,8.58,1020.05,54.62,41747.08,1.31
beijing_meo,2017-11-09,10.39,1014.23,58.04,190.62,2.39
beijing_meo,2017-11-10,6.22,1024.04,28.33,163.46,3.03
beijing_meo,2017-11-11,3.71,1018.42,42.96,83414.67,1.66
beijing_meo,2017-11-12,4.28,1012.2,57.25,416346.0,0.8
beijing_meo,2017-11-13,7.0,1017.45,19.92,301.67,3.82
beijing_meo,2017-11-14,2.48,1020.58,27.58,125082.04,2.09
beijing_meo,2017-11-15,1.37,1021.5,30.54,166589.67,1.62
beijing_meo,2017-11-16,2.78,1017.0,43.04,124980.46,1.17
beijing_meo,2017-11-17,0.91,1028.69,17.71,262.46,4.15
beijing_meo,2017-11-18,-0.59,1026.2,30.67,41825.71,2.28
beijing_meo,2017-11-19,-1.55,1024.3,50.75,333075.83,0.74
beijing_meo,2017-11-20,2.73,1021.8,41.5,125045.96,1.56
beijing_meo,2017-11-21,4.14,1018.05,37.04,41807.29,2.05
beijing_meo,2017-11-22,3.39,1022.02,21.21,41911.83,3.35
beijing_meo,2017-11-23,2.21,1021.38,22.0,284.83,2.75
beijing_meo,2017-11-24,1.63,1018.22,32.71,125068.83,2.35
beijing_meo,2017-11-25,4.05,1018.91,34.79,124971.33,2.14
beijing_meo,2017-11-26,0.5,1025.1,33.38,147.5,2.4
beijing_meo,2017-11-27,0.83,1015.0,64.88,208191.21,0.88
beijing_meo,2017-11-28,0.26,1027.17,20.88,41746.62,3.95
beijing_meo,2017-11-29,-3.17,1031.32,27.04,166604.75,1.27
beijing_meo,2017-11-30,-1.68,1028.98,33.42,125107.25,2.1
beijing_meo,2017-12-01,-0.4,1023.65,42.71,208282.17,1.28
beijing_meo,2017-12-02,0.06,1019.03,55.42,249839.5,1.2
beijing_meo,2017-12-03,1.23,1026.65,21.96,196.96,3.6
beijing_meo,2017-12-04,-1.48,1025.57,28.0,263.96,2.83
beijing_meo,2017-12-05,1.63,1016.36,31.62,83445.33,2.08
beijing_meo,2017-12-06,4.55,1019.04,25.42,41812.33,1.99
beijing_meo,2017-12-07,0.75,1027.65,28.29,268.0,3.05
beijing_meo,2017-12-08,1.17,1019.07,34.54,166663.75,1.53
beijing_meo,2017-12-09,4.56,1012.03,27.79,166699.67,1.78
beijing_meo,2017-12-10,0.87,1021.3,21.21,190.5,3.5
beijing_meo,2017-12-11,-3.76,1029.16,19.46,63.96,3.08
beijing_meo,2017-12-12,-5.52,1030.08,26.46,108.67,1.44
beijing_meo,2017-12-13,-3.37,1032.55,29.83,208243.96,0.92
beijing_meo,2017-12-14,-2.51,1027.15,57.08,291539.79,1.12
beijing_meo,2017-12-15,-0.8,1030.93,22.0,305.5,4.32
beijing_meo,2017-12-16,-2.97,1031.74,23.62,41897.33,2.56
beijing_meo,2017-12-17,0.52,1024.04,26.58,125087.58,1.78
beijing_meo,2017-12-18,0.98,1029.82,25.71,199.29,3.07
beijing_meo,2017-12-19,0.09,1026.74,33.58,41849.33,2.26
beijing_meo,2017-12-20,2.47,1026.4,33.29,41868.54,1.93
beijing_meo,2017-12-21,1.25,1019.72,43.25,166613.79,1.05
beijing_meo,2017-12-22,2.91,1020.84,30.71,166621.71,1.52
beijing_meo,2017-12-23,3.27,1017.67,31.67,83416.71,1.51
beijing_meo,2017-12-24,1.03,1023.05,22.54,243.54,3.67
beijing_meo,2017-12-25,-0.3,1022.47,27.33,83385.67,1.97
beijing_meo,2017-12-26,-0.78,1026.85,50.38,41789.12,1.65
beijing_meo,2017-12-27,-2.21,1022.87,69.08,333046.25,0.91
beijing_meo,2017-12-28,-1.92,1024.36,79.08,208242.96,0.9
beijing_meo,2017-12-29,-2.2,1027.4,87.92,333123.71,0.76
beijing_meo,2017-12-30,-0.83,1024.44,44.33,208326.12,1.55
beijing_meo,2017-12-31,-1.22,1021.85,34.96,83390.79,1.43
beijing_meo,2018-01-01,-1.98,1025.81,47.12,41695.54,1.75
beijing_meo,2018-01-02,-0.63,1033.57,24.54,230.67,3.35
beijing_meo,2018-01-03,-2.24,1034.62,21.17,94.92,3.33
beijing_meo,2018-01-04,-4.27,1027.5,32.5,83400.25,1.72
beijing_meo,2018-01-05,-2.28,1023.53,30.54,200.0,1.65
beijing_meo,2018-01-06,-0.65,1022.28,26.54,83373.62,1.35
beijing_meo,2018-01-07,0.2,1017.16,32.25,41906.75,2.63
beijing_meo,2018-01-08,-2.51,1015.25,26.64,45699.41,3.75
beijing_meo,2018-01-09,-2.79,1019.66,21.38,41922.58,5.05
beijing_meo,2018-01-10,-5.59,1028.25,19.38,167.46,4.06
beijing_meo,2018-01-11,-6.79,1031.73,25.83,211.79,2.12
beijing_meo,2018-01-12,-3.75,1024.98,36.75,166651.67,1.12
beijing_meo,2018-01-13,-2.25,1019.99,51.58,124973.54,1.13
beijing_meo,2018-01-14,-0.2,1019.35,43.33,41742.71,1.53
beijing_meo,2018-01-15,-0.35,1018.58,47.38,103.42,1.79
beijing_meo,2018-01-16,0.27,1014.29,36.58,83407.75,1.89
beijing_meo,2018-01-17,-0.23,1018.33,31.0,125014.67,2.15
beijing_meo,2018-01-18,-0.9,1020.4,42.58,83390.92,1.23
beijing_meo,2018-01-19,0.16,1018.98,39.54,41811.21,1.29
beijing_meo,2018-01-20,-1.04,1021.44,45.04,102.67,2.37
beijing_meo,2018-01-21,-4.1,1020.78,51.42,111.54,1.9
beijing_meo,2018-01-22,-6.85,1023.87,30.46,246.67,3.95
beijing_meo,2018-01-23,-8.78,1027.21,22.21,246.58,2.05
beijing_meo,2018-01-24,-6.4,1030.13,22.21,179.96,2.4
beijing_meo,2018-01-25,-8.07,1035.18,23.17,83325.67,1.91
beijing_meo,2018-01-26,-7.8,1032.21,41.08,83414.08,1.44
beijing_meo,2018-01-27,-6.33,1027.27,37.29,41779.58,2.4
beijing_meo,2018-01-28,-5.38,1026.45,19.46,298.5,3.15
beijing_meo,2018-01-29,-2.48,1024.01,23.33,286.0,2.64
beijing_meo,2018-01-30,1.13,1023.85,17.0,320.62,2.98
beijing_meo,2018-01-31,0.76,1024.74,19.19,234.38,2.39
chaoyang_meo,2017-01-30,-1.71,1026.38,16.62,192.88,2.08
chaoyang_meo,2017-01-31,0.59,1026.92,17.5,172.17,1.66
chaoyang_meo,2017-02-01,-1.18,1031.98,23.25,138.33,1.81
chaoyang_meo,2017-02-02,-0.96,1023.66,30.08,166598.17,0.85
chaoyang_meo,2017-02-03,0.93,1017.31,40.12,83343.46,0.89
chaoyang_meo,2017-02-04,4.67,1014.77,35.04,41859.79,1.64
chaoyang_meo,2017-02-05,4.23,1021.21,21.21,186.17,2.4
chaoyang_meo,2017-02-06,1.59,1028.33,27.12,41781.0,1.68
chaoyang_meo,2017-02-07,-0.59,1026.48,58.92,124975.21,1.35
chaoyang_meo,2017-02-08,-0.73,1026.82,20.75,295.75,3.59
chaoyang_meo,2017-02-09,-1.06,1024.15,19.21,268.5,3.98
chaoyang_meo,2017-02-10,0.71,1025.25,17.62,41886.21,2.69
chaoyang_meo,2017-02-11,1.35,1023.43,28.92,125014.71,1.35
chaoyang_meo,2017-02-12,1.82,1023.16,40.08,105.71,1.13
chaoyang_meo,2017-02-13,4.32,1029.35,39.54,41714.75,1.38
chaoyang_meo,2017-02-14,-0.58,1025.91,74.71,208187.21,1.03
chaoyang_meo,2017-02-15,3.51,1012.32,51.46,41714.42,1.18
chaoyang_meo,2017-02-16,4.02,1021.16,21.17,181.08,3.81
chaoyang_meo,2017-02-17,1.9,1024.29,22.79,232.38,2.37
chaoyang_meo,2017-02-18,3.41,1012.54,37.46,41750.29,1.5
chaoyang_meo,2017-02-19,4.5,1012.46,22.38,83416.96,3.72
chaoyang_meo,2017-02-20,0.35,1028.96,19.62,41789.08,1.6
chaoyang_meo,2017-02-21,-1.66,1023.02,70.83,173.46,1.8
chaoyang_meo,2017-02-22,2.02,1021.47,46.25,281.42,2.1
